Cluster,label,ID,Entry ID,Branching question,Entry name,Entry source,Entry description,Entry tags,Expert,Start year,End year,Region ID,Region name,Region description,Region tags,elite,non_elite,religious_specialist,4660,4668,4676,4701,4729,4730,4731,4732,4745,4752,4755,4776,4780,4787,4788,4789,4792,4794,4797,4808,4814,4821,4827,4828,4866,4897,4954,4983,5002,5015,5046,5154,5192,5196,5220,5226,4838,5121,5188,5198,5212,5221,4955
1,676_ENR,676_ENR,676,"Elite, Religious Specialists, Non-elite (common people, general populace)","The Order of the Holy Trinity for the Redemption of Captives, 1198-1500",Database of religion history (DRH),"The Order of the Holy Trinity for the Redemption of Captives (Trinitarian Order) was founded in France in 1198 during the pontificate of Innocent III. Most famously, the order's rule states that one third of all its income should be reserved for the redemption of Christian captives, with the other two thirds being reserved for poor relief and the sustenance of the brothers, respectively.","Religious Group[8] -> Christian Traditions[18] -> Medieval Christianity[812], Religious Group[8] -> Christian Traditions[18] -> Monastic Order[867], Religious Group[8] -> Christian Traditions[18], Religious Group[8]",Hazel J. Hunter Blair,1198,1500,900,Medieval Christendom,Geographical spread of medieval Trinitarian houses.,"Europe[3], Europe[3] -> Southern Europe[73], Europe[3] -> Northern Europe[263], Europe[3] -> Western Europe[296]",E,N,R,1,1,1,NA,1,1,NA,1,1,1,0,1,1,0,0,0,0,1,1,0,NA,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,1,0,1
1,661_R,661_R,661,Religious Specialists,Congregation of Savigny,Database of religion history (DRH),"The Congregation of Savigny grew out of Vital of Mortain's (c. 1060-1122 CE) foundation of a monastery at Savigny in 1113 CE. Vital of Mortain was an itinerant preacher and hermit who retired into the forest near Savigny around 1109 and by 1113 had established a monastery there for his followers. Under Savigny's second abbot, Geoffrey, the congregation experienced rapid expansion and notoriety. In 1147 abbot Serlo of Savigny oversaw the incorporation of the congregation into the Cistercian order.","Religious Group[8] -> Christian Traditions[18] -> Medieval Christianity[812], Religious Group[8], Religious Group[8] -> Christian Traditions[18], Religious Group[8] -> Christian Traditions[18] -> Monastic Order[867], Religious Group[8] -> Reform Movement[866]",Jacob Doss,1113,1147,887,"Normandy, British Isles",Anglo-Norman possessions in northern Europe in the twelfth century.,"Europe[3], Europe[3] -> British Isles[70], Europe[3] -> Western Europe[296], Europe[3] -> Western Europe[296] -> France[299]",NA,NA,R,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,NA,1,1,0,1
1,751_R,751_R,751,Religious Specialists,Buddhism in the Mekong Delta,Database of religion history (DRH),"These answers refer to individuals who understand their religion and folk beliefs as Buddhist or related to Buddhist practice in the Mekong Delta, especially Bạc Liêu province.","Religious Group[8] -> Vietnam[901], Religious Group[8] -> Buddhist Traditions[14], Religious Group[8] -> Mekong-Delta Religions[32], Religious Group[8] -> Southeast Asian Religions[808], Religious Group[8] -> Vietnamese Religions[807], Religious Group[8]",Trang Truong,2020,2025,141,Vietnam,Vietnam,"Asia[1], Asia[1] -> Southeast Asia[69] -> Vietnam[231], Asia[1] -> Southeast Asia[356]",NA,NA,R,1,1,1,NA,1,NA,NA,NA,1,1,1,0,0,1,NA,NA,NA,NA,NA,0,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,NA,1,1,0,1,NA,1
1,400_N,400_N,400,"Non-elite (common people, general populace)",Singaporean Mega-Churches,Database of religion history (DRH),"This group is comprised of many independent Christian movements. It has many roots in the Anglican, Catholic, Methodist, Presbyterian, and Lutheran churches. Starting in the late 1980s Singapore saw the rise of many independent charismatic churches.","Religious Group[8], Religious Group[8] -> Christian Traditions[18] -> Evangelical (charismatic)[784], Religious Group[8] -> Christian Traditions[18], Religious Group[8] -> Christian Traditions[18] -> Pentecostal[180]",Justin Lane,1980,2015,381,Singapore,Singapore,"Asia[1], Asia[1] -> Southeast Asia[69]",NA,N,NA,0,1,0,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,0,1,0,1,0,0
1,888_R,888_R,888,Religious Specialists,Céli Dé monks,Database of religion history (DRH),"Christian monastic communities of strict observance, characterised by Sabbatarianism, concerns for ritual purity, constant spiritual surveillance, and a strong sense of in-group distinctiveness in the face of other laxer communities. In general, the term refers to communities influenced by the teachings of saint Máel Ruain, abbot of Tallaght, Co. Dublin (obit 792). From Tallaght, four written sources are extant: the Old Irish Penitential, the Martyrology of Tallaght, the Martyrology of Óengus, the Stowe Missal and possibly a hymn in honour of Saint Michael. Additionally, it is likely the Old Irish Table of Penitential Commutations emerged from Tallaght as well, as a complement to the Penitential. From Terryglass (Co. Tipperry), a community headed by Máel Ruain’s disciple Máel Díthruib, is extant the so-called “Tallaght Memoir” (in three recensions: the “Monastery of Tallaght,” the Rule of the Céli Dé, and the Teaching of Máel Ruain). An array of other sources may have been influenced by or relevant to the Céli Dé movement (especially, the poems of Blathmac Mac Con Brettan and the Rule of Fothad).  It is unclear whether the different settlements were united in a sort of monastic federation or were independent bodies sharing a common spirituality. The number of the communities is also unclear: the membership of Terryglass is quite certain, as are those of the monastic houses mentioned in the ""Lucht Óentad Maíle Ruain"" (in Leinster and East Munster). The term Céle Dé (while consolidated in academia) is somewhat misleading, as it was employed by religious individuals without Máel Ruain's tradition too. Apparently, they called themselves ""maic bethad"" (Sons of Life) more often than ""Céli Dé"" (Clients or Companions of God). The group was constituted by monks (both ordained and not), nuns, para-monastic married tenants and at least some high-ranking members of the warrior aristocracy (such as Fedelmid mac Crimthainn, who became king of Cashel and over-king of Munster in the ninth century). The Céli Dé were characterised by their high regard for the Old Testament, which was expressed in their strict Sabbatarianism and their concern for ritual purity (sexual, alimentary and death-related taboos). They also enforced a complex and all-encompassing system of spiritual surveillance through detailed and frequent confession, called “anmchairdes” (soul-friendship). The Céle Dé have been studied quite deeply in the past centuries (mostly by Reeves, Hughes, O’Dwyer and Etchingham in the past). The most recent and throrough monograph is Westley Follett’s “Céli Dé in Ireland” (2007).","Religious Group[8] -> Abrahamic[905], Religious Group[8], Religious Group[8] -> Early Christianity[774], Religious Group[8] -> Christian Traditions[18], Religious Group[8] -> Reform Movement[866]",Exequiel MongeAllen,780,900,1044,Leinster and East Munster,Scattered monastic communities in Leinster and East Munster.,Ireland[420],NA,NA,R,1,0,1,NA,1,1,NA,1,NA,NA,NA,1,1,0,0,0,0,1,NA,NA,NA,1,1,1,1,1,1,1,{01},1,1,1,1,0,0,1,1,1,1,1,1,0,1
1,888_EN,888_EN,888,"Elite, Non-elite (common people, general populace)",Céli Dé monks,Database of religion history (DRH),"Christian monastic communities of strict observance, characterised by Sabbatarianism, concerns for ritual purity, constant spiritual surveillance, and a strong sense of in-group distinctiveness in the face of other laxer communities. In general, the term refers to communities influenced by the teachings of saint Máel Ruain, abbot of Tallaght, Co. Dublin (obit 792). From Tallaght, four written sources are extant: the Old Irish Penitential, the Martyrology of Tallaght, the Martyrology of Óengus, the Stowe Missal and possibly a hymn in honour of Saint Michael. Additionally, it is likely the Old Irish Table of Penitential Commutations emerged from Tallaght as well, as a complement to the Penitential. From Terryglass (Co. Tipperry), a community headed by Máel Ruain’s disciple Máel Díthruib, is extant the so-called “Tallaght Memoir” (in three recensions: the “Monastery of Tallaght,” the Rule of the Céli Dé, and the Teaching of Máel Ruain). An array of other sources may have been influenced by or relevant to the Céli Dé movement (especially, the poems of Blathmac Mac Con Brettan and the Rule of Fothad).  It is unclear whether the different settlements were united in a sort of monastic federation or were independent bodies sharing a common spirituality. The number of the communities is also unclear: the membership of Terryglass is quite certain, as are those of the monastic houses mentioned in the ""Lucht Óentad Maíle Ruain"" (in Leinster and East Munster). The term Céle Dé (while consolidated in academia) is somewhat misleading, as it was employed by religious individuals without Máel Ruain's tradition too. Apparently, they called themselves ""maic bethad"" (Sons of Life) more often than ""Céli Dé"" (Clients or Companions of God). The group was constituted by monks (both ordained and not), nuns, para-monastic married tenants and at least some high-ranking members of the warrior aristocracy (such as Fedelmid mac Crimthainn, who became king of Cashel and over-king of Munster in the ninth century). The Céli Dé were characterised by their high regard for the Old Testament, which was expressed in their strict Sabbatarianism and their concern for ritual purity (sexual, alimentary and death-related taboos). They also enforced a complex and all-encompassing system of spiritual surveillance through detailed and frequent confession, called “anmchairdes” (soul-friendship). The Céle Dé have been studied quite deeply in the past centuries (mostly by Reeves, Hughes, O’Dwyer and Etchingham in the past). The most recent and throrough monograph is Westley Follett’s “Céli Dé in Ireland” (2007).","Religious Group[8] -> Abrahamic[905], Religious Group[8], Religious Group[8] -> Early Christianity[774], Religious Group[8] -> Christian Traditions[18], Religious Group[8] -> Reform Movement[866]",Exequiel MongeAllen,780,900,1044,Leinster and East Munster,Scattered monastic communities in Leinster and East Munster.,Ireland[420],E,N,NA,1,0,1,NA,1,1,NA,1,NA,NA,NA,1,1,0,0,0,0,1,NA,NA,NA,1,1,1,1,1,1,1,{01},1,1,1,1,0,0,1,1,NA,1,1,1,0,1
1,534_ENR,534_ENR,534,"Elite, Religious Specialists, Non-elite (common people, general populace)",Roman Imperial Cult,Database of religion history (DRH),"The Imperial Cult honored Roman emperors during lifetime and after death, both in Rome and in the provinces. The first emperor to receive an official deification was Augustus in 14 CE, although the deification of Julius Caesar, and the establishment of his cult after his assassination in 44 BCE, can be seen as a precursor. Although involving the traditional material and ritual culture of Roman religions—temples, altars, sacrifices, festivals, priesthoods—the cult was not strictly defined, and substantial variations existed across geographic regions and time periods. The spread of the cult throughout newly acquired territories was an important vehicle for the establishment of Roman imperial authority. For the local elites in provincial cities, the imperial cult offered opportunities to simultaneously express affiliation to Roman values, while promoting individual power agendas. Because the Imperial Cult functioned within the boundaries of traditional Roman religious practice, the answers to many of the questions in this entry broadly apply and make reference to Roman religions as a system.","Religious Group[8] -> Roman Religious Traditions[42] -> Roman State Religions[299] -> Imperial Cult (emperor worship)[740], Religious Group[8] -> Roman Religious Traditions[42] -> Roman State Religions[299], Religious Group[8] -> Roman Religious Traditions[42], Religious Group[8]",Gretel Rodríguez,-42,518,132,Roman Empire (Greatest Extent),"Most of Western Europe and the Mediterranean, but tagged only as ""Western Europe"".","Europe[3], Europe[3] -> Western Europe[296]",E,N,R,NA,0,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,NA
1,424_ER,424_ER,424,"Elite, Religious Specialists",Achaemenid Religion,Database of religion history (DRH),The religion of the rulers of the Achaemenid Persian Empire.,"Religious Group[8] -> Mesopotamian Religions[34], Religious Group[8] -> Zoroastrianism[49], Religious Group[8]",Amirardalan Emami,-550,-330,548,Achaemenid Empire,"Archaemenid Empire, circa 500 BCE, from https://commons.wikimedia.org/wiki/File:Map_of_the_Achaemenid_Empire.jpg","Asia[1] -> Central Asia[58], Asia[1] -> South Asia[40] -> Iran[216], Africa[14] -> Northern Africa[64] -> Egypt[116], Asia[1] -> Anatolia[344], Africa[14], Asia[1] -> Western Asia[232], Middle East[5], Asia[1], Africa[14] -> Northern Africa[64]",E,NA,R,1,0,1,NA,1,0,1,1,1,1,0,1,1,0,0,0,0,1,1,1,NA,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,NA,0,1,NA,1,0,1
1,228_E,228_E,228,Elite,Late Chosŏn Korea,Database of religion history (DRH),NA,"Religious Group[8], Religious Group[8] -> Korean Religions[28], Religious Group[8] -> Korean Religions[28] -> Korean Confucianism[356]",Guy Shababo,1600,1900,42,Choson Dynasty,Choson Dynasty,"Asia[1], Asia[1] -> East Asia[37]",E,NA,NA,1,0,1,1,1,1,0,1,1,1,1,1,NA,0,0,0,0,1,1,0,NA,NA,1,1,1,1,1,1,NA,NA,0,1,0,0,1,0,NA,0,1,1,1,0,1
